path,sha256
evidence/all_strategy_gross_returns.parquet,bb21d1301411590920c88752fe45cc20d3a712bdd24fada7261610ca406da8fa
evidence/all_strategy_net_returns.parquet,2ba787ec9cf92010e00229ea115db358fee998b4111c7b2eff741e5838b96827
evidence/all_strategy_trade_sides.parquet,1deaffbd1510d9e5bc294458e1916fba288e5042550dd3073f176d767f030750
evidence/cost_stress.csv,e26d639dde6029c968f53576ec456329f0aa8c029b3e63ed969aea8f49798856
evidence/fold_audit.csv,2e2c5121ad949727c45dee2a4d57071a9569231fe2370d1831280a4207c50063
evidence/run_manifest.json,03980c1176253cffd8b5988cd40fe79e3dcf7cad3752b4477ad88542ef3b04cb
evidence/strategy_registry.csv,3bc9d42faa90bd60fbf9ad84c4148b06d3b136d93147b71d7f5baf6cae1a655b
evidence/walk_forward_portfolio_returns.parquet,ead1c7eab0b54c20554436527524f7c472c118b549da05f4843cf6f45ce7906d
evidence/walk_forward_selections.csv,d7b7e1f96a02cb1bf8fe23cf34490410c78d67c22281d58f084bc118a2db7e6f
MASTER_INDEX.md,b3350b8e96d8cbf983101e44f86fc76abd7a1162b751af3f92abfaf989dc8ae8
source_snapshot/pyproject.toml,75cece59e3e9fe788de8b6beef53e6b3d577e63c4e2d8f31db9dd31e42808649
source_snapshot/research_program__hypothesis_registry.csv,ebf1993dbe0f08616304ea02a4586f0dd535378f173cd251b341b90ca76f5035
source_snapshot/research_program__RESEARCH_LOOP_PROTOCOL.md,7155dd3324028f8cd2704d7e9cf02eeea3aa1ce09bfd77db4af0e26782a5180a
source_snapshot/src__systematic_research__pca_residual_reversal.py,3cea44a0012e30f1a20f9d345473f5aac2a9ae5793c328468025451eab5c7c58
source_snapshot/uv.lock,fcf2f208a4f0f6b11830ec6f32e9a209c99bde8bd014c452ea72dfb760de4f66
strategies/h019_015m_train20_threshold0p75/6E/daily_evidence.parquet,6621932670b3988a5b1f921a50576457564a1a63d80e711bc7e373aca2c84f74
strategies/h019_015m_train20_threshold0p75/6E/strategy_definition.json,4cb1aa3fb99c08b66a989d2a039547cb55d6ef134ed83c4732130151b26e60e9
strategies/h019_015m_train20_threshold0p75/6J/daily_evidence.parquet,0f30d18d17bec4fb8a22991b57d28d0fcd0d92047a6b7bf7263bef116074c6ba
strategies/h019_015m_train20_threshold0p75/6J/strategy_definition.json,101ad0e06b0e2a02843eb43569b2dfb9c7ac2524e0d2540a12e322d3967d80a4
strategies/h019_015m_train20_threshold0p75/CL/daily_evidence.parquet,470ba639350558528612596c8e698b436df0b9f78afc101f494154c2da0cbe1d
strategies/h019_015m_train20_threshold0p75/CL/strategy_definition.json,e715b467d72623a48374ecd349c21e1ca5d7c1e2bb6e2dfa54a68f3adbc87c90
strategies/h019_015m_train20_threshold0p75/ES/daily_evidence.parquet,70ebc3758a0918f46161c2a1a87050c47a19b81a45aad0b97eefafd163084c78
strategies/h019_015m_train20_threshold0p75/ES/strategy_definition.json,fc436c88680d6cd46fe253f85b71246fc91a699200277ebcee7fa2e249dc125e
strategies/h019_015m_train20_threshold0p75/GC/daily_evidence.parquet,67f8f0c1c403ffd101406ca1fd85e02285771b0d56d12c035e2b232e07dac290
strategies/h019_015m_train20_threshold0p75/GC/strategy_definition.json,e443f8ce66e59c26fe6a049ca6749357c3cd3c81991920c35af7d9ddc1289273
strategies/h019_015m_train20_threshold0p75/HG/daily_evidence.parquet,5dd74ed1498890b09cfcd745e50ac3d919f19c4660465bfa10b991e7a955db46
strategies/h019_015m_train20_threshold0p75/HG/strategy_definition.json,9ead9f187dfbc68584fb1507b16cbd32e1b9207a70190c1c66e9380f57a62109
strategies/h019_015m_train20_threshold0p75/NG/daily_evidence.parquet,eaf8c129b3a8818cd4b4d117055d0e199c512d74dd017f4ca2499c64f6fac05d
strategies/h019_015m_train20_threshold0p75/NG/strategy_definition.json,24801b308455c6428fd1a6e7fb7ba148f830672a804d372006ac69f922ac0f5d
strategies/h019_015m_train20_threshold0p75/NKD/daily_evidence.parquet,2193d5b87c4ea4dd709549eceb10858176fb009a42ad5709c57a5f498b9669e7
strategies/h019_015m_train20_threshold0p75/NKD/strategy_definition.json,a7554973bb6016d0ff3ae673c4a93536611ba33232d67a33009f33822a85d0cc
strategies/h019_015m_train20_threshold0p75/ZC/daily_evidence.parquet,b239dd01e8311b9588c69a9dd64eafd10f586d9143f3a87846c73f9779903a59
strategies/h019_015m_train20_threshold0p75/ZC/strategy_definition.json,bb372944e25ca2d060c998a19a54af825d84c3b9c22d140d300e28c60cb015e6
strategies/h019_015m_train20_threshold0p75/ZN/daily_evidence.parquet,72da9d5181c1327eb9cb6080e8d25487f6e1f7b07cc5e5c2dcb4136ae21e8dd6
strategies/h019_015m_train20_threshold0p75/ZN/strategy_definition.json,2cde67b995da92f3b9df5fd8956e464e18b2a2e41db0dbf135990cb672688ec8
strategies/h019_015m_train20_threshold1p25/6E/daily_evidence.parquet,1fa20d27b087f480fa91cc83bdc4851a9cfd9698f38d172cf673e0673e597db5
strategies/h019_015m_train20_threshold1p25/6E/strategy_definition.json,37b47582aff3e73d7c9631481771fb2b1ed0c42fb301b73ecf252dcdc5b48ff1
strategies/h019_015m_train20_threshold1p25/6J/daily_evidence.parquet,7eb582101e54e459ed3387afc656534efdc47751d7bbc9444cf0e76ddd323584
strategies/h019_015m_train20_threshold1p25/6J/strategy_definition.json,7168e05b9cac9cc3a803d2d6afdf09d4d32e56523cb4328139654e9cfe02c6a1
strategies/h019_015m_train20_threshold1p25/CL/daily_evidence.parquet,b7a681a771422735805eb1ede4067764f0f13db29c0c7de04f41df3eb87e2c40
