path,sha256
evidence/all_strategy_gross_returns.parquet,631a5a6a3308aa9d48f714cc5679b59810b2e85519d50fddddbee33fab3746b0
evidence/all_strategy_net_returns.parquet,80c37a8f1ec1a888bcebc554d42313a241683aba7d39f99e5bd0d2891beb4b44
evidence/all_strategy_trade_sides.parquet,4d9f78f8d2bdf4be2648592c97e12cb9ec7d51c7d4347720500760b2d50390b9
evidence/cost_stress.csv,d9986f4a95fc831ac7bef149c36992efd3426de7549580b0f3d460c73e3ecf5b
evidence/fold_audit.csv,c2d82d6f08cbb00ab1dcc996b86f3fd822646ca69d3ad5bdad2373696a1d00a0
evidence/run_manifest.json,50216c880fc7a7d68e487dee2815379f03121df5a09b82fd4834ac8cc5c08f02
evidence/strategy_registry.csv,6a39b754a320b8e5c6e924d4a28aa8ab5e966f66acbbf3517cb7cfb3a9848d54
evidence/walk_forward_portfolio_returns.parquet,07eeb60108cec508932b93187d4032bd4979e78efc8533b8f6ee8ff5a2951af3
evidence/walk_forward_selections.csv,cb7fe05f19459f9c7a108920bfd358c224e43699e35be8adeddb35e865289f3a
MASTER_INDEX.md,28ebe5b98ba506a0cdc2f101185bac5ec8ce3b3ed9c703d83909973d436cadd9
source_snapshot/pyproject.toml,75cece59e3e9fe788de8b6beef53e6b3d577e63c4e2d8f31db9dd31e42808649
source_snapshot/research_program__hypothesis_registry.csv,7165dde82e5d2cd8f821ef745582e7f8c8b84f18ac095d63433c0b96b746dce2
source_snapshot/research_program__RESEARCH_LOOP_PROTOCOL.md,7155dd3324028f8cd2704d7e9cf02eeea3aa1ce09bfd77db4af0e26782a5180a
source_snapshot/src__systematic_research__pca_residual_reversal.py,a51ab71562dcd9d13823a2d37dd9a2c64abccc72a1bc35980e5f3ba431018929
source_snapshot/uv.lock,fcf2f208a4f0f6b11830ec6f32e9a209c99bde8bd014c452ea72dfb760de4f66
strategies/h019r1_015m_train20_threshold1p25_confirm1/6E/daily_evidence.parquet,1fa20d27b087f480fa91cc83bdc4851a9cfd9698f38d172cf673e0673e597db5
strategies/h019r1_015m_train20_threshold1p25_confirm1/6E/strategy_definition.json,99d110177234f8e15c60ea698af24366ec75076b570986d5c402513067ce1efa
strategies/h019r1_015m_train20_threshold1p25_confirm1/6J/daily_evidence.parquet,7eb582101e54e459ed3387afc656534efdc47751d7bbc9444cf0e76ddd323584
strategies/h019r1_015m_train20_threshold1p25_confirm1/6J/strategy_definition.json,ec6e7e7cf697d33384c0d1ab7d4d1bfbd4992088e717cf17cc28463bd9f974f3
strategies/h019r1_015m_train20_threshold1p25_confirm1/CL/daily_evidence.parquet,b7a681a771422735805eb1ede4067764f0f13db29c0c7de04f41df3eb87e2c40
strategies/h019r1_015m_train20_threshold1p25_confirm1/CL/strategy_definition.json,72f885bfdba7ef02e70c5cf95f871be5b4ba7e80175f5ec42f2c099c31e3a318
strategies/h019r1_015m_train20_threshold1p25_confirm1/ES/daily_evidence.parquet,3b1cdb8ad8883dadc95de931ae71ca81dc0bf02244140947c2c38b5e7aa06542
strategies/h019r1_015m_train20_threshold1p25_confirm1/ES/strategy_definition.json,ca0b55e8756690ee6ada6247d9fde8bf6a48b8831c6c30a2b042fe07ef4deed9
strategies/h019r1_015m_train20_threshold1p25_confirm1/GC/daily_evidence.parquet,03085151ba45e38c6c5b18e0d8668974b5b40874c18e846429b453cae03cbc56
