path,sha256
evidence/all_strategy_gross_returns.parquet,6bf08b94b4374d6e37f658b1f394e249421714f40a2a76af9635fd893b37bb6a
evidence/all_strategy_net_returns.parquet,de30d8034e5bf94ec621be0b021451d9a5a3805b97f621280b485b2cbfc7b78d
evidence/all_strategy_trade_sides.parquet,b50137ed2c69738088d6d40b1c4b5b5989fd65184bf92348b06ca8fb1e3e94af
evidence/cost_stress.csv,11163d759b747a6c79ae81550e9e267f9d11a15ca918d935c2befce2aac53a47
evidence/fold_audit.csv,bd67d37b3270ca6ed2138a2ca285fddc0b7a2a822ced1abbb62fadd4228b0f26
evidence/run_manifest.json,2b4fdfc6edab6790fa007e191435d60a8b735f778287cb641f69ea9cf1216518
evidence/strategy_registry.csv,bf700d4da9a2144a84241a51f71598152d7c27cd39f5bf6a0eac402e9e5d1982
evidence/walk_forward_portfolio_returns.parquet,358b36002386b8333d9c508f98bb7470e355033a1796316d32e044fe196cf7bc
evidence/walk_forward_selections.csv,44f362a72972cd634e92f8d936bafca89e1e30c684cd3dcea20d30da9cfb6826
MASTER_INDEX.md,31adb76ef782449e8b703600fad016dddc9e29196318015f3bb861cfba0e37ff
source_snapshot/pyproject.toml,5bc7096272fbf0819491337c04649e64fec0bed998b7841bf7f324f2e624b019
source_snapshot/research_program__hypothesis_registry.csv,502a920297ca5a79ec0586144c8f6cd77397d83b59a4642805acdfc225a30461
source_snapshot/research_program__RESEARCH_LOOP_PROTOCOL.md,7155dd3324028f8cd2704d7e9cf02eeea3aa1ce09bfd77db4af0e26782a5180a
source_snapshot/src__systematic_research__eia_release_drift.py,c14e4ed096f517747049e5979841950732a4edc189fef4ebd26084ef8ff7bde4
source_snapshot/uv.lock,fcf2f208a4f0f6b11830ec6f32e9a209c99bde8bd014c452ea72dfb760de4f66
strategies/h022_CL_15m_response_030m_hold_threshold0p5/event_evidence.parquet,7e4a1b66f3d4d2801a29876f81d22abe51c9f01cf2b69e16dc0b8829eaae4e25
strategies/h022_CL_15m_response_030m_hold_threshold0p5/strategy_definition.json,ca75e71c13272581ce4751acbe3c971103bfefc9d1d92e94c3200f3fa04d5386
strategies/h022_CL_15m_response_030m_hold_threshold1p0/event_evidence.parquet,88a98789bd874dc3445cbf1cea3530e13e854ec75666df3e25b91045caebe0e0
strategies/h022_CL_15m_response_030m_hold_threshold1p0/strategy_definition.json,a92939f9ff362a839672c998a5bd718cd14ff512a27bed9ee5632650ed459783
strategies/h022_CL_15m_response_060m_hold_threshold0p5/event_evidence.parquet,715a6ce3aac1f9138478a7752fd0ecacba86ffae9e9692db4c410138df955dee
strategies/h022_CL_15m_response_060m_hold_threshold0p5/strategy_definition.json,f176b4480ff6dfbed7b1660b9a6083b750cb84bddc1b16e1a6051dbc98cbc946
strategies/h022_CL_15m_response_060m_hold_threshold1p0/event_evidence.parquet,3bd4025744ddb853aa45a408263fe4c27d3b0e85b2b9f26518541cd38d7d74ec
strategies/h022_CL_15m_response_060m_hold_threshold1p0/strategy_definition.json,4b8b02569b5664ed6248d3d84f5e2bf6731fbd80b1633d950c1cb15d9e297ad1
strategies/h022_CL_15m_response_240m_hold_threshold0p5/event_evidence.parquet,8757316aea13ccd6b71c93e2323dab66107b1529bc64ae6dd0a242d43d2af2d2
strategies/h022_CL_15m_response_240m_hold_threshold0p5/strategy_definition.json,de4a941ab7c6e4e29f91da95f3c656a4e45fdb7f7e5e02a8a1bac772f662a44a
strategies/h022_CL_15m_response_240m_hold_threshold1p0/event_evidence.parquet,cc33acef162be5f43b6a9d9d68804a0c6187c4e7c386503d8d5a72e72b33aa94
strategies/h022_CL_15m_response_240m_hold_threshold1p0/strategy_definition.json,7e057b9b0a62c4704720d78d5a08c2b87b51592a159a8be19e6fe4a3ab423d5e
strategies/h022_CL_30m_response_030m_hold_threshold0p5/event_evidence.parquet,7afd8822f3d1250d9ada98bcdb3453ea01d92addd09e0234753fbb05e34d1d2d
strategies/h022_CL_30m_response_030m_hold_threshold0p5/strategy_definition.json,541087c9fbeafdb52a48db0dd247b259004a60a8975ff90dd49d9eb2c5805a0a
strategies/h022_CL_30m_response_030m_hold_threshold1p0/event_evidence.parquet,0d80f543499a8bfdebce72704ac506ec0c305c7e008bda5de640aac1eecfd7ec
strategies/h022_CL_30m_response_030m_hold_threshold1p0/strategy_definition.json,a0e766812ddd892499603b9bc5351cb72d96231dc8a2515992d313b49278238c
strategies/h022_CL_30m_response_060m_hold_threshold0p5/event_evidence.parquet,1aa2b72237f3b707cc89cc7c3f4b365b2b1cb4e04c705e1866f86c14773e66c3
strategies/h022_CL_30m_response_060m_hold_threshold0p5/strategy_definition.json,504b23862cbda7e8a2033821b18a610558e2f47dfd908c67f2eee4840f027b81
strategies/h022_CL_30m_response_060m_hold_threshold1p0/event_evidence.parquet,f7dd961e754e30bfb73c2ad8ee19745a994ed6189829f964b229757122e53557
strategies/h022_CL_30m_response_060m_hold_threshold1p0/strategy_definition.json,cdce97564ada3eb385884b2731e0a2022c2b27f91381139b392e427babb0b465
strategies/h022_CL_30m_response_240m_hold_threshold0p5/event_evidence.parquet,0bd64a549f06ada06ca0819195f36ac373eca382c6da63f77668f94715d00e7e
strategies/h022_CL_30m_response_240m_hold_threshold0p5/strategy_definition.json,0ce8e9e1d9db5a7d0e943593f42deadf8baff66cbb2395c39714c5e0f711835a
strategies/h022_CL_30m_response_240m_hold_threshold1p0/event_evidence.parquet,beff1a9b6cf44cc17b95837f42fdf6879e1005a72509a3d4fcbc353994cdb7bf
strategies/h022_CL_30m_response_240m_hold_threshold1p0/strategy_definition.json,581d50bc9806dfa8045ea544a14eb6222fbbe696bdbd62842b0315919847ab36
strategies/h022_NG_15m_response_030m_hold_threshold0p5/event_evidence.parquet,916bdfa1a033375fc8562f818ee95f07c06e0cd581d668565500c5f19f644823
strategies/h022_NG_15m_response_030m_hold_threshold0p5/strategy_definition.json,824648bc2ca1e2908a3d3db273995eb7bebbe8800c0ed946774695c5d9c7663b
strategies/h022_NG_15m_response_030m_hold_threshold1p0/event_evidence.parquet,86f826d91ca865e952367137e0b12461b2655ea7292265511bea2a97bc3cfed0
strategies/h022_NG_15m_response_030m_hold_threshold1p0/strategy_definition.json,999427942299d2634d579598e81565e4b1d05895f0f820e924edad6e7eab1f64
strategies/h022_NG_15m_response_060m_hold_threshold0p5/event_evidence.parquet,1208cefff826aecd18c9363fa41138a61f1606001e244cbf2980aa9c02778b07
strategies/h022_NG_15m_response_060m_hold_threshold0p5/strategy_definition.json,501829068cec5e872422b67ff388a6d10ac79d798242bd624b6d45d5e9b08ff2
strategies/h022_NG_15m_response_060m_hold_threshold1p0/event_evidence.parquet,3c000382ca4f7d0d2546dff8eebde49f2f53615c741d769658e3568f5d51c606
strategies/h022_NG_15m_response_060m_hold_threshold1p0/strategy_definition.json,c5d64d81e4525d104217db19318c211b42cb4176a8de8b44546d3c41c9b2dee3
strategies/h022_NG_15m_response_240m_hold_threshold0p5/event_evidence.parquet,845644c623a033a159f9727b200d984879f1005be32b64a6da5074372ce074d3
strategies/h022_NG_15m_response_240m_hold_threshold0p5/strategy_definition.json,c64c51255a1c374006acef71b4d3b98ff297bea31d27109299b2d36399951cbe
strategies/h022_NG_15m_response_240m_hold_threshold1p0/event_evidence.parquet,cc2f3d26fe424f8b50e93709d433a8aa135cc59875163300cc23f2b67bd09973
strategies/h022_NG_15m_response_240m_hold_threshold1p0/strategy_definition.json,aa1fd68bc9a0df73237fb79f05306c3ec78853b6cbda80718456b3a1691c2959
strategies/h022_NG_30m_response_030m_hold_threshold0p5/event_evidence.parquet,4540675049f940b6633937b347541c03f014ce5200058df32b74d61b5976fd41
strategies/h022_NG_30m_response_030m_hold_threshold0p5/strategy_definition.json,e3b2356e1c4a89a8f69e68714dc4ae9f88eee01c7203aa1937a8811db00c405e
strategies/h022_NG_30m_response_030m_hold_threshold1p0/event_evidence.parquet,625e5a8f027017bf27438aa9f892dc7cf01e4a799c73798f0f6d82b5243bdd51
strategies/h022_NG_30m_response_030m_hold_threshold1p0/strategy_definition.json,0e664f4091bb064c40b3083ba3449cb60985c0b033711423543baa70e9a2b929
strategies/h022_NG_30m_response_060m_hold_threshold0p5/event_evidence.parquet,bee335da045b4124b915ec567218871370695ca36bdb4c9b7595125b7b6be437
strategies/h022_NG_30m_response_060m_hold_threshold0p5/strategy_definition.json,3763b22b0dcecf26e900d88efd0d5af8c24c018815bacf9a5c17d1d840fd265c
strategies/h022_NG_30m_response_060m_hold_threshold1p0/event_evidence.parquet,d2d8a8de5122fc5afed2d6e42dec1831246ed5ba414116b3200fcc1d47406869
strategies/h022_NG_30m_response_060m_hold_threshold1p0/strategy_definition.json,454b07885d43a22c90418a07dee7d174025534bf12116e0204ed5346e5f9bc21
strategies/h022_NG_30m_response_240m_hold_threshold0p5/event_evidence.parquet,db9497d1362f9ff51d65bc0590aaceba5317267c6d4f1fc74a11e8ef0bed9872
strategies/h022_NG_30m_response_240m_hold_threshold0p5/strategy_definition.json,43c982cfba64b9324b8a0856c9cb10cd509dd99853b8fcfc13d1384e048456a3
strategies/h022_NG_30m_response_240m_hold_threshold1p0/event_evidence.parquet,bf5139be9240cb60956ae102b28e44fceae95a44c7f3b5b499ef931795f3a21c
strategies/h022_NG_30m_response_240m_hold_threshold1p0/strategy_definition.json,1136767f90f2f3b87ee870203d83ff9926acf497cf8b88b27aa4fd50dc245c25
