path,sha256
evidence/cost_stress.csv,8b592db90362f8a21be8e522585d96d3bde764a4f03c95e760010db53044a193
evidence/daily_learning_frame.parquet,e0cf57ba029532e88c5de323a2da65db0450b2c9cb6c5ed0d4bda352efa97741
evidence/ensemble_trade_records.parquet,1ec66afb45d533f1934a26d0d80ad7980703d734aaf8823c7ab7ffe46c7b5148
evidence/fold_audit.csv,d94de825b65c2aed5dd8c527822f61de2120f7d88314b82d7c9056ccc76752aa
evidence/model_portfolio_returns.parquet,b8ffc495462c50456a92f6f6310a5408a56f7c0698fb0070abb7dc5386c34e3e
evidence/nonlinear_trade_records.parquet,99f45967f9e45b973f67f9fcfc23086b199ab43f407ff536c18254d4dc718d95
evidence/ridge_trade_records.parquet,f037558358fe13959f74884991317677a044bc922258e63d8e89a5ba8311dcc0
evidence/run_manifest.json,36b4e4f45dcc853e12549572bf5a63f7fa272475b44883ba8b2d02cd2862506a
evidence/walk_forward_predictions.parquet,b1cbea2b0a8b670cf609a4fd17aca34470b35d9c1a44bcbdbfc06690cb93e7f7
MASTER_INDEX.md,cfde8d18fa137cd83bcbc26a7d696716fe4e02fcfd187b1f0d467dd3cbee5eb1
source_snapshot/pyproject.toml,3b954dcb4b393751fb2d9610d110fdc526b4c5b6ecb5f695b93b197eb9ef071e
source_snapshot/research_program__hypothesis_registry.csv,28d259f825c4af00c2ada2390215499a4eb3533aa4b67786b3cebe5862b32a53
source_snapshot/research_program__RESEARCH_LOOP_PROTOCOL.md,7155dd3324028f8cd2704d7e9cf02eeea3aa1ce09bfd77db4af0e26782a5180a
source_snapshot/src__systematic_research__ml_hypothesis_factory.py,f3069b24fce059af82686bc292deff69d1eeb89a737873e43fcaf0e2a7dd764f
source_snapshot/uv.lock,fcf2f208a4f0f6b11830ec6f32e9a209c99bde8bd014c452ea72dfb760de4f66
strategies/ensemble/6E/strategy_definition.json,634af47d22f415bed1bbbbda95048223c98b45965030148a435906124a5d9be1
strategies/ensemble/6E/walk_forward_evidence.parquet,820881230ca4085cb32c3b4209ceff83d10bed4d96b1166e9170c6a729206b4a
strategies/ensemble/6J/strategy_definition.json,9396b6ca588330298a323b185ddab97bafec6e092f486904ed4e53730ea86a9d
strategies/ensemble/6J/walk_forward_evidence.parquet,e46ff0aceaf1b16dfe1e13e3257f56c8bf89358815a034d4c5c4d11815656833
strategies/ensemble/CL/strategy_definition.json,89339951cde3ab304b8caacb1e4719cfb418e27bcc7b02cbd60cf6de20147a49
strategies/ensemble/CL/walk_forward_evidence.parquet,9b06b24912470d81bc00886070981621a91f400ccd68ab7184845d35837db72a
strategies/ensemble/ES/strategy_definition.json,564486db9bcf5a279618286435a974502e14d27a636c61c1235626983502889e
strategies/ensemble/ES/walk_forward_evidence.parquet,65684f9f8600849cc9c34d9f76a088113f2951a422f468814c8b4656f759c340
strategies/ensemble/GC/strategy_definition.json,61773e612814416e75d32f18b0638b68c86e1cbb4e63334e70b82c7fa5a775b3
strategies/ensemble/GC/walk_forward_evidence.parquet,089571c4957bb8de56c2c0ebcef8d65b49cd8b0124270d0fee239a2c297c67a5
strategies/ensemble/HG/strategy_definition.json,c25c9b53eb77ac5b1b9cb1c5306cf133544bad756cc138e40e8be5c3bbf880e9
strategies/ensemble/HG/walk_forward_evidence.parquet,2907d88fa9de2b95ef74e3fe4c6b7cb9b516a51c18cee3f6eded86aa11cf6162
strategies/ensemble/NG/strategy_definition.json,ce54dcfc526132576e0e0832db1e1a00c188bf5410cc29c8b0a6a2994f559c07
strategies/ensemble/NG/walk_forward_evidence.parquet,2e7e169a0d60898d4aaf35a95d98ec3294d4df3a93651eedf54d20ddd0392aa9
strategies/ensemble/NKD/strategy_definition.json,8fd23614171b3068ac546501255c6db59b1ff6bbceeb545222452af63e686d51
strategies/ensemble/NKD/walk_forward_evidence.parquet,b542e1565032512cd800d1154e62599f3ffb263ca1fa01cf666677c17035666c
strategies/ensemble/ZN/strategy_definition.json,d1e8f595afd06eab1f8fbdeef5a979336d84870f2fa5ce5681c23adc4da14cc8
strategies/ensemble/ZN/walk_forward_evidence.parquet,861fa5bf459c3040df93650a67ef52f2f20c40decbf187023fdc2ff2ef515a0a
strategies/nonlinear/6E/strategy_definition.json,16c3be4bcebeb5c7b33d2636c07ef48f77fb1cce1cd9714836011b8980c4ed37
strategies/nonlinear/6E/walk_forward_evidence.parquet,8a258032b39eadeb575029a47d8c941ddf7906ccd4f6d8a939a6c5aa38ec392a
strategies/nonlinear/6J/strategy_definition.json,35f42c003718c9d08f5c7e5206b66233e27c24ca1c5f083c5c655ff074ed3018
strategies/nonlinear/6J/walk_forward_evidence.parquet,94737e6602f232c252d50bfb0a97b3eeb45b4d51e2e9eb99b905686f560b6507
strategies/nonlinear/CL/strategy_definition.json,d108a0e39f3b71be60c36a90dab1bfe57cb268f4777cd4e725c15d688d8384c5
strategies/nonlinear/CL/walk_forward_evidence.parquet,ff681ae81816e707266c6cc318008186d03f08522117c2e21826f8e79eb8af5f
strategies/nonlinear/ES/strategy_definition.json,2abf1a599b0ebbc5c40481d3fe818f7467c98deaf9a2109b52f3419425b335f2
strategies/nonlinear/ES/walk_forward_evidence.parquet,02e4a2ba6d411da2afe7c85d122f471f108e29418641b8a6dea429d7c4a2b9a9
strategies/nonlinear/GC/strategy_definition.json,0c0fc91c095cdd17800fc151121a702bd7605fb5f160a1de1b280ae6abf8a498
strategies/nonlinear/GC/walk_forward_evidence.parquet,3bb8b710e918922324eae7e30ecb4f1dc1959d36be96497744c765014112d828
strategies/nonlinear/HG/strategy_definition.json,5bc8478bf2b5627fa626076711615b944d25237efe7a315d328e38eb8f7c1f58
strategies/nonlinear/HG/walk_forward_evidence.parquet,98f957afaf173a3a0c95712428519b495163e2136830f439c2a9e88c5cb91047
strategies/nonlinear/NG/strategy_definition.json,8411cc296f59c91fc07a9841e4512d680d22dc5596167a5e61a4147e59c2db95
strategies/nonlinear/NG/walk_forward_evidence.parquet,78b043cf2e7a7a346c1988a235e1f1136bd75ea2de7e64c7c37c561fb66698d2
strategies/nonlinear/NKD/strategy_definition.json,3a1e1b92fc0d92834573dd01e08ceae29380560144930ce0dd1dab93266957f4
strategies/nonlinear/NKD/walk_forward_evidence.parquet,aa4949d5a05663276c1f4703954f77754ecc19bb65b8bddb94b7102be852c432
strategies/nonlinear/ZN/strategy_definition.json,e9b979560b3c2322118e065f7cbd21c4080be4c89e31a160f7935e78164654f4
strategies/nonlinear/ZN/walk_forward_evidence.parquet,50ba45cfe70f427ea71eb3f49a88861ac672d04073f1dd2aae421c57ff79b1f3
strategies/ridge/6E/strategy_definition.json,13cc5c946f1b0f8874301e7914a2d38298657f87cbf5c0537324d9ae341a842d
strategies/ridge/6E/walk_forward_evidence.parquet,ae29597f539dd4634a985dc348419b1af83ccdb6b22078a54b5046839fcda339
strategies/ridge/6J/strategy_definition.json,a285efce696928ea03aa528ba64180dc33b117a7cdc72617b196ad8586523f4a
strategies/ridge/6J/walk_forward_evidence.parquet,13f4d5b73aae08feb86e801dd89d4f7312d937964fae1923181a40d078465464
