path,sha256
evidence/all_strategy_gross_returns.parquet,97c9f16fb86a5ef89e1fcfd19442c4ac8b37d01843cdd5bc22477e38a54087fd
evidence/all_strategy_net_returns.parquet,1749c68f9d3d789d5566943b9d7f9afdc5962e82d193bfae9d6f6caac1b92ab9
evidence/all_strategy_trade_sides.parquet,4a998eff923f0edfaa8ac5f20361e23f6ffac0ac5cd286603a4c80388994fa63
evidence/audit_gates.json,fe4f046733dc7ae398a6870b36d492e5100c7bc08d9525984107b5e3cca62313
evidence/bootstrap.json,2f995179a2e9a1499808f6e2b7ac7c8c59c617c086c59927f5c51857178fda62
evidence/cost_stress.csv,78ff8fcdb4da6fee9f4fb2251dd24b78ce04f692bf805f1674e66ca3a69d8a50
evidence/fold_audit.csv,7cb6e8ab9f91b057c68c1ee435ac1fb5f01cca7d609c02d444558166894da2ae
evidence/outlier_stress.csv,9a878959d94499aa2847db28aab5eb5020fce3dba287d2aaa141ac24127ee21e
evidence/run_manifest.json,c0a6a89949560419ad8ea5e69873d7317f5e236f99bc6f89a38aeddb3d109565
evidence/strategy_registry.csv,2d92c393ea76edadac5c8ce8162f9aafc5b90bba79143e76cdb4fc556244105f
evidence/walk_forward_family_sleeves.parquet,d4a914670b776610e6a7e6675f091e3ad73c81e681fde622a2daff073febb524
evidence/walk_forward_portfolio_returns.parquet,900113e85fdd14b64c7de636739c84d1ffdb903643d9a527905776a8a93e1aba
evidence/walk_forward_selections.csv,cc2d15ea309f2b1793901b37eaa769d73acc0d14479b1906f6e14099d5197251
MASTER_INDEX.md,6a5dcbae57830b58526ada72e4d9a469f114c8044dd83f1b811f07005af0ca39
source_snapshot/pyproject.toml,b6dae9803572631ffe7214224a8aa13c09fce0913af485fbbe3044c0d329d011
source_snapshot/research_program__hypothesis_registry.csv,769299f63a2b180fcf52ad24859b3c24f71419dc9e779195f8dd8e5a610ff306
source_snapshot/research_program__learning_log.md,fb55436d2a1f098799c2fb2a9a345e8cbb6c2646333600e91eeaa2af4c2019be
source_snapshot/research_program__RESEARCH_LOOP_PROTOCOL.md,7155dd3324028f8cd2704d7e9cf02eeea3aa1ce09bfd77db4af0e26782a5180a
source_snapshot/src__systematic_research__unique_hypothesis_factory.py,e7c93c6f1a4ecbdf0aeaa87cfcc3197691dc939b693c33d2f5de969a75983f27
source_snapshot/tests__test_unique_hypothesis_factory.py,c8e4a6aa95fbe58afbc72985aca7b7e2201f40b8b3c36b7280869d5eedd4258e
source_snapshot/uv.lock,fcf2f208a4f0f6b11830ec6f32e9a209c99bde8bd014c452ea72dfb760de4f66
strategies/H002/unique_00241/daily_evidence.parquet,e06c2b9a82f0373bc3fcab5486f049cca641957b238999afccad03f4fea10b94
strategies/H002/unique_00241/README.md,64b85c69d608c4d32fd7a6fc756c53ef411655fd53316409d0a1b949e128d239
strategies/H002/unique_00241/strategy_definition.json,b385b98a177c2ded6d0c86705e1ba817303e3f7562625ef99c353c6c96f96c55
strategies/H002/unique_00242/daily_evidence.parquet,3b02fb1194c10981fbed879633a87b839a56d62f942f3b69f168106788013e97
strategies/H002/unique_00242/README.md,baa97d6110610959e0fe69f666d8c6eee915b6619a4bba4c9e0d42cee7b99e2f
strategies/H002/unique_00242/strategy_definition.json,1b39b371930d6d32ac7b49cd04934579f6cee38ffc325730e26232ce5b2c4496
strategies/H002/unique_00243/daily_evidence.parquet,cfb86e397295781672b9c01b7ed71d28046e86f3daf744bafde66734f564b0e8
strategies/H002/unique_00243/README.md,093004c1c870491d6f1c749c3db85dd218f31aa563a1d910116d81cd26e900af
strategies/H002/unique_00243/strategy_definition.json,e74b742d15128ac04a83c92fbdb175ace10fc4c12d0b0bb4c2a550214d6df278
strategies/H002/unique_00244/daily_evidence.parquet,eee145f255c5c480fb5223a922a38239f5e0118f9d4bc7cd5666519c0a263e06
strategies/H002/unique_00244/README.md,606525a4a2900cd433d4ce30368d90cf8115bacfd88c60bdfb76bb57ef5de30f
strategies/H002/unique_00244/strategy_definition.json,7f93140af7850e9eb82b11391dfe86a3b3df8d90b5abc54c4219636fbd2707eb
strategies/H002/unique_00245/daily_evidence.parquet,ed03570547f513d04f1b7d93fd87a06b9f4a2d1b01effdcefa4e7446c7510075
strategies/H002/unique_00245/README.md,8da8687d15a65709de92156b06b535cc75bfa1e51b8c7478abac8fa69acf2005
strategies/H002/unique_00245/strategy_definition.json,0e5444801b298ccd3d2aca04604466ff1d9aa8d323902daea47d96d92deea57f
strategies/H002/unique_00246/daily_evidence.parquet,ed03570547f513d04f1b7d93fd87a06b9f4a2d1b01effdcefa4e7446c7510075
strategies/H002/unique_00246/README.md,a5a3b2b0255272c6b8f8f9723f06e0113ba5dedd5b59fac53e2d39491d1faa62
strategies/H002/unique_00246/strategy_definition.json,411bc6f8658faebb504600d98803d69d2e4a86024666468b271cbd04cd3de151
strategies/H002/unique_00247/daily_evidence.parquet,e9568e0ef5ceec45fa05997f73b4ba95e47ae8c2350d49236220769db5da2087
strategies/H002/unique_00247/README.md,c830a20cdb9459f5c91f0320dea293cbc87bf49d602cd1726aad625f2f300cd2
strategies/H002/unique_00247/strategy_definition.json,5a839f552f52cba695ad9e5e650e5cdbe48eec69bd23e5faa9021410a64124b5
strategies/H002/unique_00248/daily_evidence.parquet,0a0a4b5318463305047139a19bc273479a353ec5e0712d71ef26cb72028b21c1
strategies/H002/unique_00248/README.md,8c7231daa4a441318978dbb5b9d0e5ce9d89173ddda606523a50bebea1338271
strategies/H002/unique_00248/strategy_definition.json,6741ca1f675b139ba88959e8046e8f719331ab6f05ba918e4a9b0d628940f26a
strategies/H002/unique_00249/daily_evidence.parquet,fdd4bdaecd8e38ff11d87c40e08ff21169825fe96c3ee22372ea907556543908
strategies/H002/unique_00249/README.md,dbf841dcca55864d3983aa13e33831506d81dcd38793a75e5ef58bebea0b3f56
strategies/H002/unique_00249/strategy_definition.json,e33f81a1a121c3e430bbde22aaf52f65d214484a0ac1b7355d940eca71004f4e
strategies/H002/unique_00250/daily_evidence.parquet,0acbfe4774b5ccc090941c1a05140484c1b528baf5867401b23017af25f128d8
strategies/H002/unique_00250/README.md,d89538f4fefd7e644b3725e700570cee745e4957c7e9bfa23b645442ed088819
strategies/H002/unique_00250/strategy_definition.json,aa7c35801c7ed45d89d5a2a0628882b56844bbecb4ec940d5c0bd603c35a3a8f
strategies/H002/unique_00251/daily_evidence.parquet,ed03570547f513d04f1b7d93fd87a06b9f4a2d1b01effdcefa4e7446c7510075
strategies/H002/unique_00251/README.md,7ee377ec946bc079b2fbdf972d192b48126f89b96d92b37585d6e2c6da4d9a7b
strategies/H002/unique_00251/strategy_definition.json,9a36a5a96b221752ad7a62697221d460d61e6150af209c58b0792c4c865daa50
strategies/H002/unique_00252/daily_evidence.parquet,ed03570547f513d04f1b7d93fd87a06b9f4a2d1b01effdcefa4e7446c7510075
strategies/H002/unique_00252/README.md,f9b9fff82e24266d9f7f516349db33506fe01dc5300f05e89510585de692bb07
strategies/H002/unique_00252/strategy_definition.json,e44d6d3b18fe640940bd09d272088cfd7750dd7a9f46cf9ba947811db8228b45
strategies/H002/unique_00253/daily_evidence.parquet,1e51599b8052dff32fe3381aac92919ef704daee065fc0ef7841e3d12a5b3e73
strategies/H002/unique_00253/README.md,d0492cadf8780653291bc0cc695899d60a8e309557c6b644ae7e0426bcb7f31c
strategies/H002/unique_00253/strategy_definition.json,290f9a4bc8079bd749ff2fc8ffda88bd8b6a84b8ab33d0f8332bf20532f07772
strategies/H002/unique_00254/daily_evidence.parquet,f8321741a6162d1f3f1de52d95952b8755774ce18b2c981c5b74cb7266a0a6a4
strategies/H002/unique_00254/README.md,0178c14e5a0979c67c5f55806a78b10d53cef4b1170e639f7d636531f825aaaa
strategies/H002/unique_00254/strategy_definition.json,3f84302891390876f4f88cf07939db2c4cba26c69f94ceb9ec7ca0b11bb2d219
strategies/H002/unique_00255/daily_evidence.parquet,ed03570547f513d04f1b7d93fd87a06b9f4a2d1b01effdcefa4e7446c7510075
strategies/H002/unique_00255/README.md,e50a81a39c09163b2bc11a9a0d99451cbf24b4ea0db86894893c308ab710f676
strategies/H002/unique_00255/strategy_definition.json,09bd4d067ce223554e1dc4d81c6d2925eafd12c6b5cdf2a562ef1fe557bd2063
strategies/H002/unique_00256/daily_evidence.parquet,ed03570547f513d04f1b7d93fd87a06b9f4a2d1b01effdcefa4e7446c7510075
strategies/H002/unique_00256/README.md,117ec4ae4f6dc011a36866620154e5b8cd2923e64f1fe1930a9c56ecd845c172
strategies/H002/unique_00256/strategy_definition.json,170e3ad0def3ed7b985878753f552cb8d83eeba58c9005685eb97fa772e58486
strategies/H002/unique_00257/daily_evidence.parquet,ed03570547f513d04f1b7d93fd87a06b9f4a2d1b01effdcefa4e7446c7510075
strategies/H002/unique_00257/README.md,4361dfbe2b334f1e33b331f38ca3e0922338e193d62327cff5cec81ddc0f98d4
strategies/H002/unique_00257/strategy_definition.json,7b910fa0ee5acec965bf4bafe1517fc8fed19b7acb213daf52f543739f55de0b
strategies/H002/unique_00258/daily_evidence.parquet,ed03570547f513d04f1b7d93fd87a06b9f4a2d1b01effdcefa4e7446c7510075
strategies/H002/unique_00258/README.md,9157fb8e35d9c75a5cd97874c1f9e7c868fefcde8c77498a7adb07887d704449
strategies/H002/unique_00258/strategy_definition.json,a5088400ca92d454006bc6e03161f6446b6db986226a6df99aa2090b539ad8de
strategies/H002/unique_00259/daily_evidence.parquet,61763c67ac3542c9eab7c96fb1ac434796c3fccd10217c5485d3057f927ae4f9
strategies/H002/unique_00259/README.md,d7f75ff8bbf6ac868d02d67fe6d55e3a50ff2b19cd365c48cfcdc3390e3fd8b3
strategies/H002/unique_00259/strategy_definition.json,2102c424fee76949e87c2508fbe057caff0fdd96a7ae40e63df67e9d2784f4d2
strategies/H002/unique_00260/daily_evidence.parquet,c49db22b78a00d75f78316ad37da6011e53a6c8bcacc6c7da511d306e6cb5d96
strategies/H002/unique_00260/README.md,6a68990ea9d4033af7c0c841869f5d1597fea69e7c10a878d4716c430c965ed9
strategies/H002/unique_00260/strategy_definition.json,b176cdf8551eeb232a1d7cbf24248207058a3c4adff8021d6fd51d18ea4f9488
strategies/H002/unique_00261/daily_evidence.parquet,ed03570547f513d04f1b7d93fd87a06b9f4a2d1b01effdcefa4e7446c7510075
strategies/H002/unique_00261/README.md,5de076b44cf300667b4fbccef4abcbe1ea2502ad4e175b8eec6123129fc6d5dd
strategies/H002/unique_00261/strategy_definition.json,2a56ca2edd3e6dfea75283b79567bbf9121c1610e3337ece395f65550377824c
strategies/H002/unique_00262/daily_evidence.parquet,ed03570547f513d04f1b7d93fd87a06b9f4a2d1b01effdcefa4e7446c7510075
strategies/H002/unique_00262/README.md,d3c6132bd99ecfb34c3b374453aeb8cad7005320d1eb36a157317d3e4ef3ac10
strategies/H002/unique_00262/strategy_definition.json,a9b1cdd37df500ff11e67436212bf403388c5ead534737a1bd08b63a267436d4
strategies/H002/unique_00263/daily_evidence.parquet,ed03570547f513d04f1b7d93fd87a06b9f4a2d1b01effdcefa4e7446c7510075
strategies/H002/unique_00263/README.md,2cda0ee7a0fa59aeac42adbeb72239724b87191aeec4c75dbb009bd5b10ac3cb
strategies/H002/unique_00263/strategy_definition.json,ac42c6b3b4d9efd8e953e6947288743f92805854b640963d69a21976c8af88b1
strategies/H002/unique_00264/daily_evidence.parquet,ed03570547f513d04f1b7d93fd87a06b9f4a2d1b01effdcefa4e7446c7510075
strategies/H002/unique_00264/README.md,dc146790300f90ed688640afc37481ffcf03dedc0ce1cb83dca3b05b082ce977
strategies/H002/unique_00264/strategy_definition.json,047a254e03996f0f7d1e60c51933e40999423a831a98a23921da9c45984db620
strategies/H002/unique_00289/daily_evidence.parquet,f2a066b797d2a5f8320707ddec5bf8e071b923c53a601652a7b7109672bdfca1
strategies/H002/unique_00289/README.md,afa0aa0bb1086648ee54be46af62f123a1188f0bcf0c37c603d47ec021b6b475
