path,sha256
evidence/cftc_reports_filtered.parquet,9d1be26ff6983616917dbce4ed9d4535849b5415eef7e798d0468144bfc93c04
evidence/cost_stress.csv,b6bb763fe80b1cfb6be3ac8fcd4ed631f257d8c3ed161227658c08dc193dbe3f
evidence/development_session_returns.parquet,1aeccdece2b2a5009a4e813e10f6838ba921f4fbcf97f7ebb59f56c585059a94
evidence/fold_audit.csv,ef350aec0cb768ac412264d3676ecd9621d356c165b9cbaf578562f364d09242
evidence/portfolio_returns_threshold_0p5.parquet,b9135cf74f130357823404179114a82642e96ffafd194aa6e0d25fc38314673d
evidence/portfolio_returns_threshold_1p0.parquet,8d1377d02d98d73260b7c381246a8354f7d45a12f54cce18141ae1afa7824157
evidence/positions_threshold_0p5.parquet,6c94d71663255f987bbfeea121e7c7e8dc7c22856c1baba9b716e21b96658f13
evidence/positions_threshold_1p0.parquet,4a4c86392af7a28af633258dd151abc76babc2712e4d1d733fbfde723861d996
evidence/run_manifest.json,0d8dc0bf4768a85ec3fbca01f48982f94d8d2d19d9f446a681b8ee838e128f1e
MASTER_INDEX.md,3a024a9db844fca540eb6898ffbdac774d905bc042d9dde36e72466a08acdb46
source_snapshot/pyproject.toml,1f80b1af5ed18e3aadeafaf79a5cf29a8b0f2984047108ab7616311c30c221ef
source_snapshot/research_program__hypothesis_registry.csv,19431ddd93be92573b4b3b464aa384307fcd8638fe6781b03e0444f226b8868f
source_snapshot/research_program__RESEARCH_LOOP_PROTOCOL.md,7155dd3324028f8cd2704d7e9cf02eeea3aa1ce09bfd77db4af0e26782a5180a
source_snapshot/src__systematic_research__cot_hedging_pressure.py,0be478456422fbd5bc2d49129aff8034c380e350d2ba6714de4b71cd54a7f226
source_snapshot/uv.lock,fcf2f208a4f0f6b11830ec6f32e9a209c99bde8bd014c452ea72dfb760de4f66
strategies/threshold_0p5/CL/daily_evidence.parquet,7451fc299b7fe81265c94587f3da34811d84c69214c19de6d0d52a5b8248a1d9
strategies/threshold_0p5/CL/strategy_definition.json,ccf6b2750cb9768dec86c811aac39f1b95dcfb7b849ee5b2c522448449fafa99
strategies/threshold_0p5/GC/daily_evidence.parquet,6e609f6f22e61f972f797c70c264df38bf758f39ff788f390cc9961a2f8c2b27
strategies/threshold_0p5/GC/strategy_definition.json,e343a61547fe949180e499a116f231d4ed029636f9d9aa9a1047d29512bb88bf
strategies/threshold_0p5/HG/daily_evidence.parquet,dcd6ee1409d57271a6cb2b1c9f224964c028d59542e5e519595fcbec2c8688c9
strategies/threshold_0p5/HG/strategy_definition.json,cf4e750a43906e7494cca234f1849f8f08d8f12492f3bf61e76be0b31539ec2f
strategies/threshold_0p5/NG/daily_evidence.parquet,bec0abe3c8dbb7dfe4d86c090adce5eda1f2e4f0e17669952fbda36ef50264af
strategies/threshold_0p5/NG/strategy_definition.json,59cce6133d37fb014f7d971328b873195d8e12a7cd7e19a84aa024b2d56abfa2
strategies/threshold_0p5/ZC/daily_evidence.parquet,747e43698b756da63b18f9db2eeab17aeb5c2c56d0f5d6d4b9b0d28c9f04491a
strategies/threshold_0p5/ZC/strategy_definition.json,266fd0c56fe13966999202cede648f7f14ef39d5cddaa842d77b49ed89960bd1
strategies/threshold_1p0/CL/daily_evidence.parquet,7451fc299b7fe81265c94587f3da34811d84c69214c19de6d0d52a5b8248a1d9
strategies/threshold_1p0/CL/strategy_definition.json,11e03fcdd6183f71c86bb40b5b60ecc9d018528a32cbc0fb38254323ad539046
strategies/threshold_1p0/GC/daily_evidence.parquet,182fcf3e5867e015fe44a783a900957a09d15cab42a258d29660e66471d6897d
strategies/threshold_1p0/GC/strategy_definition.json,50cc1c78ae90b48f70e2ed1303d88f2f9b221939d495e964187ffc9014fcb0bd
strategies/threshold_1p0/HG/daily_evidence.parquet,87242ff277066b0caa5333364aa880d0472e25e2a5d27ac4ce598934345b3957
strategies/threshold_1p0/HG/strategy_definition.json,99074b06463a14b2cbbd586754094d3305345eb7f6449cd9a7f6778e2d075934
strategies/threshold_1p0/NG/daily_evidence.parquet,34b56ce63a58bcf5b5eaef9d77fb1cc81f6d43cd30ffd301f9bd402bbb13c0cc
strategies/threshold_1p0/NG/strategy_definition.json,83a7f942bfdb2ef51d58053750013502b0a9f8a8f6edf849194b908d791b933c
strategies/threshold_1p0/ZC/daily_evidence.parquet,344c37b9f2f0b51bc5add1a1cdfecf81244d3ec10548e6efd5f46d406ac5f77b
strategies/threshold_1p0/ZC/strategy_definition.json,331a657563b84c3c04da4db28690dd49120277f35d240b690b6c57a76cc8b8ab
