path,sha256
evidence/all_strategy_gross_returns.parquet,42a65e8edf3e1d444ff6820c9c8c65fa4063d30d58eb0863def4dbed661bff8f
evidence/all_strategy_net_returns.parquet,2093cb34beffbd6d0bda641351c7627d480f73579232c7f68d54dacedaf4db91
evidence/all_strategy_trade_sides.parquet,7c5e887f59be35ad472d22030302b67457162344365b81753c39162e65593c47
evidence/audit_gates.json,fe4f046733dc7ae398a6870b36d492e5100c7bc08d9525984107b5e3cca62313
evidence/bootstrap.json,9363f9bbb5b313c8c5dc7ebd7580d5a637b49507cd4dd853c2930f71d1979017
evidence/cost_stress.csv,2f3bd7412fc9099651b70dafd43354ec89f49dbb056126a8121a5423c2892369
evidence/fold_audit.csv,4470200f27a97ddf61e9f3c2e35c05f135b2ac421c5da70d7607c169bb73c4f4
evidence/outlier_stress.csv,0f190d8a988ba500c53b200210e29f1eddabfe3da8f7f4e93a891f0cac7abb70
evidence/run_manifest.json,453e31355737df8cd2df9d3474e9669d21c0adb235b439ed0e33c22d52821642
evidence/strategy_registry.csv,9efda9587dd3bc1a5e55e22d19fb7182d218bee528cd6ebffa1e153cf1482c66
evidence/walk_forward_family_sleeves.parquet,d3abe50a3afd18ec99755744af16230666040210dc4c3ab17de29d3755beca3f
evidence/walk_forward_portfolio_returns.parquet,378801923d1932673d59595c823a88591aefe0908bc5d081b3727cec46a0f5c8
evidence/walk_forward_selections.csv,1ac9b68364fb0fb130dab1d8cfdede727ccbfedc82d2442400ef27efe851871f
MASTER_INDEX.md,96397f2a8ce55104f7a3ef54dbf875ad0a409a9edb765d8ef20b8371f4965099
source_snapshot/pyproject.toml,b6dae9803572631ffe7214224a8aa13c09fce0913af485fbbe3044c0d329d011
source_snapshot/research_program__hypothesis_registry.csv,769299f63a2b180fcf52ad24859b3c24f71419dc9e779195f8dd8e5a610ff306
source_snapshot/research_program__learning_log.md,fb55436d2a1f098799c2fb2a9a345e8cbb6c2646333600e91eeaa2af4c2019be
source_snapshot/research_program__RESEARCH_LOOP_PROTOCOL.md,7155dd3324028f8cd2704d7e9cf02eeea3aa1ce09bfd77db4af0e26782a5180a
source_snapshot/src__systematic_research__unique_hypothesis_factory.py,4463a57006d0ae2c65b995e1423073329bafc69eafc8f05a06108c94ca5da31f
source_snapshot/tests__test_unique_hypothesis_factory.py,c8e4a6aa95fbe58afbc72985aca7b7e2201f40b8b3c36b7280869d5eedd4258e
source_snapshot/uv.lock,fcf2f208a4f0f6b11830ec6f32e9a209c99bde8bd014c452ea72dfb760de4f66
strategies/H007/unique_00001/daily_evidence.parquet,7b8d38e1f46207a16cd729244199e137243663c1c84113b80e5cfe9fc2dd872a
strategies/H007/unique_00001/README.md,26ff1dded0b1e46cabca4f56e8be135466b8e8fdff1a6441673ec8c6955b5dd9
strategies/H007/unique_00001/strategy_definition.json,c83e0d1eae6476b0fad8f9f47cefbe7f543a0fd34b05ca4d3a5685cc85eaf397
strategies/H007/unique_00002/daily_evidence.parquet,bc151416ff6d2a6ccfc5c963f11556235566002db0a08b206a402e900f88f6f4
strategies/H007/unique_00002/README.md,a5b530ef09501da83400ae9bc3790fc322b085d744b51c7ce263f6ffadd0890d
strategies/H007/unique_00002/strategy_definition.json,ee790e0fb3391162e4b134891313edbec43c56b17e488b77474152deb7cb0af8
strategies/H007/unique_00003/daily_evidence.parquet,35a9a7b19f4269a0e645845ff47117a3d14409583d0f2e02c4acbe3e9ac53efa
